,name,grape,region,variety,rating,notes
611,Leonetti Reserve 1998,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"A wine with great depth of color, our '98 Reserve has a nose of rich black fruits, creme brulee, spice, and cream, while maintaining varietal purity. The palate is ultra-rich and mouth-filling, with flavors of black fruits and integrated wood spice. The incredibly long finish is backed by delicious fine-grained, soft tannins, and integrated toasty oak. This wine will likely be remembered as one of the finest Leonetti's produced to date. "
612,Leonetti Reserve 2002,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"This wine may be remembered as one of the finest Leonetti has produced. The wine's aroma itself can hold one captive without ever taking a sip. The nose boasts incredible sweet fruit, cedar, plums, and cassis. The wine is very dense while being seamless and lasting on the palate long after the wine is swallowed. As always, Leonetti Reserve reflects the winery's efforts to produce a wine amongst the finest in the world. It is entirely estate grown and only produced in exceptional vintages -- blended in varying varietal percentages through diligent selection of individual barrels to produce the greatest wine possible."
613,Leonetti Reserve 2005,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,97.0,"Having a beautiful saturated color, the wine's nose is enchanting ith a complex potpourri of rich, ripe sweet black fruits, plum, and spicebox with hints of beautiful herbs de Provence. The palate of the wine is structured with fine-grained smooth tannins and notes of mineral, creme cassis, and finishes very long with monumental purity. "
614,Leonetti Reserve 2000,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"2000 Reserve reveals beautifully deep color and a bright, high tone nose of ripe fruits, cedar, and spicy oak-influenced vanillin. This is a tightly wound wine with long aging potential that will be immediately pleasing as well.  "
615,Leonetti Reserve 2006,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"The best barrels from an entire vintage earn the right to become part of the Leonetti Reserve blend, which is simply our finest effort every year we produce it. This year all three of our estate vineyards had shining stars that contributed to the blend. For the first time, Malbec from Loess Vineyard makes an appearance. Thsi year's Reserve is once again just monumental. While still tight today (as you'd expect at this young age), the nose has a beautiful medley of plums and black fruits, blackberry puree, very ripe bloddy bing cherries, dried rose petals and a whiff of smoke and cedar. While being very big, dense and long in the finish, the palate impression is perfectly balanced and plush, with an incredible glycerin mouthfeel. I'm terrifically proud of this wine, and confident you will agree it stands comfortably amongst the finest Bordeaux-varietal red wines in the world. "
616,Leonetti Reserve 2011,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"Dark, saturated and gorgeous. Intoxicating nose of fresh flowers, dark red fruit and a glorious citrus note - which Leonetti are rarely able to capture in their wines. There is also a tiny sprinkling of cedar shavings, Creme de cassis, and crushed blackcurrant. Unbelievably vibrant and focused. The palate is plush and long with a core of sweetness. Respecting the coolness of the vintage, the acidity is deliciously bright and the tannin low. "
617,Leonetti Reserve 2012,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,94.0,"Divinely complex with notes of sweet fresh and dried flowers, balsam, creme brulee, and vanilla. Pure ripe fruit without being cloying. Background notes of a freshly cut white fir awaiting Christmas lights. Delicious, incredible length, with a string of perfect acidity coursing throughout and supporting the intense fruit with levity and freshness.  "
618,Leonetti Reserve 2014,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"Impenetrably dark. An explosive nose of coffee, red and black fruits, Russian sage, and garden herbs. Lesser notes follow of crème cassis, currant, and black olive. On the palate, the wine is dense, sweet, and broodingly dark. Simply perfect fine-grained tannins melded with laser-focused acidity deliver impressive length that lingers on the palate. "
619,Leonetti Reserve 2013,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"This 2013 Cabernet dominant blend has a stunning nose of tar, iron minerality, cassis, and dried flowers ~ especially lavender. On the palate, the wine is powerful and pure, repeating the note of cassis liqueur and black olive compote. All the elements of fruit,acidity, and tannin are perfectly balanced, ensuring a lengthycellaring life if you have the patience to hide it in your cellar."
620,Leonetti Reserve 2015,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"Color is deeply saturated ruby. Our flagship ’15 Reserve has anexplosive nose of vanilla, lavender, cinnamon graham cracker,and puree of ripe brambles. Time in the glass reveals secondarynotes of cedar and strawberry rhubarb pie. Seamless tanninsand incredible length. With a finish resembling cherry liqueur,the Malbec brings the wine into tight focus."
621,Leonetti Reserve (torn label) 2007,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,96.0,"A blend of the best lots from Mill Creek Upland, Seven Hills and Loess vineyards, this Cab-dominated blend also includes 12% Petit Verdot, 11% Malbec and 2% Merlot. It's quite slick on the palate, with good texture from well-integrated tannins. The fruit is dark and brooding - black cherry and wild blackberry - with a hint of rose, smoke and cedar. "
622,Leonetti Reserve (torn label) 2008,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,93.0,"Cabernet Sauvignon 69%, Petit Verdot 11%, Merlot 11%, Cabernet Franc 9%."
623,Leonetti Sangiovese 2005,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"With unusually dark color for Sangiovese and body to match, this wine has fantastic floral, raspberry puree, and intense pure fruit aromatics. A very small amount of new oak serves as a lovely background characteristic. The wine has great palate sweetness, intense acidic fruit and purity. As always with this lovely varietal, it has fantastic bracing acidity that allows it to pair with such a wide variety of foods.  "
624,Leonetti Sangiovese 2000,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"Beautiful dark ruby color. A distinctive bright nose of red and dried fruits, including cherry, with cedar shaving undertones. The wine is very alive on the palate with vibrant acidity, a great middle mouth feel, and a complex finish. "
625,Leonetti Sangiovese 2006,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"The opening nose of this wine is textbook Sangiovese. Strawberries and strawberry preserves dominate the fruit profile backed up by some beautiful floral notes and aromatics you would expect of an old-world Brunello or Chianti such as saddle leather and earth. The palate reveals the wine's youth as it is a big, tannic youngster on the first taste. This gives way to impressive length, some chalky oak, with a fantastic cutting acidity, focus and a burst of fruit that makes this wine's profile just explode wtih food. We're very proud to have this wine in the Leonetti stable, as it is so entirely different from our Bordeaux variety wines and yet so entirely attractive in those differences. We are also tremendously happy with our decision to add an extra 6 months of bottle age, further improving our Sangiovese program, already critically noted as the finest in the U.S., if not the world! "
626,Leonetti Sangiovese 2007,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"This was aged in French oak puncheons and large oval botti for 14 months, this wine has very mild European oak characteristics. Bright re-ruby color. Sexy, slightly grapey aromas of red currant, violet and cedar. Finishes with a suggestion of sweet chocolate and lively acidity. "
627,Leonetti Sangiovese 2008,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"Sangiovese 92%,  Syrah 8%. "
628,Leonetti Sangiovese 2009,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"Exceptional deep ruby color. Enticing nose of dried fruits, cranberries, vanilla, pencil shavings and graham cracker. On the palate it is smooth, long and balanced by fine tannin and lively acidity. Excellent purity of fruit. After 3 days open this one is singing! Enjoy now through 2030. "
629,Leonetti Sangiovese 2011,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,90.0,"Beautiful ruby color. Lovely nose of tart cherry, fresh crushed strawberries, lanolin and mixed spring florals. Its deeply satisfyingly rich palette somehow defies the vintage and is balanced by a deft streak of acid and ultra fine grained soft tannin. The harmonious flavors linger forever on the palate. "
630,Leonetti Sangiovese 2010,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"Very dark color that any Brunello from the finest of vintages would envy. The nose bursts with bright, freshly macerated ripe strawberries and Bing cherries. There is a sense of stoney minerality that you'll positively love. On the palate, reserved sweet fruit. Ripe and plentiful ""Brunello"" style tannin. Possessing beautiful precision and focus, this Sangiovese epitomizes leanness and power. A paradox in a glass! Being a ""dream vintage"", the 2010 Sangiovese may be Leonetti's finest to date and will age for decades if you can keep your hands off it. "
631,Leonetti Sangiovese 2013,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,91.0,"The 2013 Leonetti Sangiovese is loaded with cranberry, black cherry, pomegranate, and notes of white tea. The palate is so incredibly refreshing and will compliment almost any food."
632,Leonetti Sangiovese 2012,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"Beautiful deep garnet color. The nose displays driving, darkred Bing cherries. This wine tastes like a liquid expression of that flavor. A unique contributing factor to this wine blend is theaddition of 8% of the varietal Aglianico. A first for WallaWalla Valley, we planted this ancient grape of southernItaly in our Serra Pedace Vineyard. We tried a splash of thisvarietal in the blend and found it fit like a glove, addingstructure and a firm core of austere fruit."
633,Leonetti Sangiovese 2014,,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"Dazzling, dark ruby color. An alluring nose and palate of wet stones, crushed cherries, and ripe strawberries, with lesser notes of sawdust, crème vanilla, elderberries, and roses. The palate is alive with a brilliance and levity that is incredibly refreshing. The tannins are fine-grained with perfect balance and a delightfully satisfying finish."
634,Leonetti Seven Hills Vineyard Reserve Cabernet Sauvignon 1996,,"Columbia Valley, Washington",Red Wine,90.0,"A very deep, darkly colored wine, our '96 Reserve Cabernet Sauvignon exhibits exotic aromas of spices and sweet black fruits of cassis and blackberries. The wines loaded with gobs of wood influenced vanillin. A big, rich, chewy wine with the kind of density that can only be  accomplished with very low yields. This is a full bodied, powerful wine with a satisfying, fruity finish. A great aging future awaits this wine.  "
635,Les Alexandrins Cornas 2016,,"Cornas, Rhone, France",Red Wine,91.0,Wines from Cornas tend to open up after a few years. This Cornas has the advantage of having great elegance now and in two or three years time this will already be a great wine to drink.
636,Les Alexandrins Domaine Crozes-Hermitage 2016,,"Crozes-Hermitage, Rhone, France",Red Wine,91.0,"In 2016, the grapes arrived in the cellar with beautiful balance and freshness.The color is of an intense black. The nose shows a delicate but complex bouquet of aromas: pretty notes of black fruit (blackcurrant, blackberries), smoked and grilled notes and sweet spices. In the mouth, the attack is full of freshness, dense, with fine tannins and beautiful aromas with subtle notes of ageing and red and black fruit. A perfect expression of this terroir."
637,Les Alexandrins Domaine Saint-Joseph 2015,,"Saint-Joseph, Rhone, France",Red Wine,91.0,"A beautiful red-black colour, with violet undertones, this wine expresses a stylethat highlights the tension, and the vivaciousness of Syrah rather than theirrich jamy character. The nose reveals a beautiful mineral freshness, notes ofblackcurrant, peonies and sweet spices. On the palate, a fine tension,nourished by a silky tannic structure, accompanies this wine towards a richand digestible finish."
638,Les Alexandrins Domaine Saint-Joseph 2016,,"Saint-Joseph, Rhone, France",Red Wine,90.0,"A beautiful red color with purple undertones, this wine develops aromas of black fruit, slightly roasted cocoa, pepper and sweet spices. The mouth is full of freshness, with fine tannins that give it volume and roundness. The finish is long and harmonious, very elegant wine. "
639,Les Alexandrins Maison Crozes-Hermitage 2016,,"Crozes-Hermitage, Rhone, France",Red Wine,93.0,"This wine has a beautiful purple and dense red color. The nose has fresh aromas of violet, red fruit and minerality with a hint of spices (Sichuan pepper). This wine is balanced between freshness and density in the mouth. The tannins are velvety. The palate is on aromas of liquorice and fruit with notes of violets. A nice match between balance and structure."
640,Les Alexandrins Syrah 2018,,"Vin de France, France",Red Wine,90.0,"Situated between the semi-continental climate of Burgundy and the Mediterranean climate of Provence, the winters are continental: cold, wind and little rain. The summers are Mediterranean: hot with storms and little wind. Thanks to the contrast in the climate, this Syrah reveals intense aromas of red fruit and spices and a beautiful minerality."
641,Les Alexandrins Terrasses de l'Eridan Cotes du Rhone Blanc 2017,,"Cotes du Rhone, Rhone, France",White Wine,89.0,"Very pretty pale yellow color with golden highlights. The nose is full of freshness, with notes of pear and quince underlined by a touch of citrus. On the palate, it has a nice balance that combines freshness and roundness, with notes of white fruit and a long aromatic finish."
642,Les Alexandrins Terrasses de l'Eridan Cotes du Rhone Rouge 2017,,"Cotes du Rhone, Rhone, France",Red Wine,89.0,"Pretty deep color. The nose offers a beautiful aromatic complexity, marked by Grenache and a hint of blackcurrant brought by ripe Syrah. On the palate, it shows complexity with tannins still present, but with finesse and elegance, and a beautiful freshness."
643,Les Asteries 2005,,"St. Emilion, Bordeaux, France",Red Wine,90.0,This Single Vineyard wine is made from a single hectare on 'Astéries' (rock limestone) soil between Château Fonroque and Clos Fourtet. The vines survived the frost of 1956 and are up to eighty years old. ‘Panachéed' in the old style (merlot interspersed with cabernet franc to ensure easy blending in the days before pumps) they are cropped down to four bunches per vine to reflect the 'terroir' of the parcel.
644,Les Asteries 2007,,"St. Emilion, Bordeaux, France",Red Wine,90.0,This Single Vineyard wine is made from a single hectare on 'Asteries' (rock limestone) soil between Chateau Fonroque and Clos Fourtet. The vines survived the frost of 1956 and are up to eighty years old. 'Panacheed' in the old style (Merlot interspersed with Cabernet Franc to ensure easy blending in the days before pumps) they are cropped down to four bunches per vine to reflect the 'terroir' of the parcel.
645,Les Asteries 2008,,"St. Emilion, Bordeaux, France",Red Wine,93.0,This Single Vineyard wine is made from a single hectare on 'Asteries' (rock limestone) soil between Chateau Fonroque and Clos Fourtet. The vines survived the frost of 1956 and are up to eighty years old. 'Panacheed' in the old style (Merlot interspersed with Cabernet Franc to ensure easy blending in the days before pumps) they are cropped down to four bunches per vine to reflect the 'terroir' of the parcel.
646,Les Asteries 2009,,"St. Emilion, Bordeaux, France",Red Wine,92.0,This Single Vineyard wine is made from a single hectare on 'Asteries' (rock limestone) soil between Chateau Fonroque and Clos Fourtet. The vines survived the frost of 1956 and are up to eighty years old. 'Panacheed' in the old style (Merlot interspersed with Cabernet Franc to ensure easy blending in the days before pumps) they are cropped down to four bunches per vine to reflect the 'terroir' of the parcel.
647,Les Asteries 2011,,"St. Emilion, Bordeaux, France",Red Wine,93.0,Varietal Composition: 80% Merlot and 20% Cabernet Franc.
648,Les Asteries 2010,,"St. Emilion, Bordeaux, France",Red Wine,94.0,This Single Vineyard wine is made from a single hectare on 'Asteries' (rock limestone) soil between Chateau Fonroque and Clos Fourtet. The vines survived the frost of 1956 and are up to eighty years old. 'Panacheed' in the old style (Merlot interspersed with Cabernet Franc to ensure easy blending in the days before pumps) they are cropped down to four bunches per vine to reflect the 'terroir' of the parcel.
649,Les Clefs d'Or Les Craus Centenaires 2015,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0,The monumental Châteauneuf du Pape Les Craus Centenaires is made from 100% Grenache from vines that are 121 years old. The yield is only 20 hectolitres per hectare. The wine is made from free-run juice only. It is given a three-week fermentation in concrete tanks followed by 24 months of aging in stainless steel tanks. This wine is one of the great treasures of Chateauneuf du Pape.
650,Les Clefs d'Or Les Craus Centenaires 2009,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0,The monumental Châteauneuf du Pape Les Craus Centenaires is a blend of 80% Grenache from vines well over 100 years old and 20% Syrah. The yield is only 25 hectolitres per hectare. The wine is made from free-run juice only. It is given a three-week fermentation in tank followed by 18 months of aging in tank and foudre. Only 250 cases are made. This wine is one of the great treasures of Chateauneuf du Pape.
651,Les Clefs d'Or Les Craus Centenaires 2010,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0,"With an intense purple colour, fabulous and concentrated flavours in the nose, with scents of incense and blackberries jumping divinely out of the glass. Intense taste with body and a wonderful texture, pure and profound. 100% Grenache."
652,Les Cretes Coteau La Tour 2008,,Italy,Red Wine,93.0,"Intense and complex with the characteristic spiciness of syrah, and a lush, velvety finish."
653,Les Cretes Le Sommet Nebbiolo 2016,,"Valle d'Aosta, Italy",Red Wine,91.0,"Bright ruby color. On the nose blackberry, cherry and balsamic notes. On the palate, juicy, precise and savory pulp that persists for a long time expressing the elegance of the mountain."
654,Les Cretes Les Abeilles 2006,,"Valle d'Aosta, Italy",White Wine,91.0,"Brilliant golden yellow hue. Fruit (dried apricots, jam), spice and a hint of acacia flower honey on the nose. Complex palate with sweet, soft, mineral undertones. Long, fresh finish."
655,Les Cretes Valle d'Aosta Chardonnay 2010,,Italy,White Wine,92.0,"Valle d'Aosta Chardonnay is a lovely yellow. The nose is delicately floral with hints of banana and a bit of plum. On the palate, the wine is soft, fruity and mineral. This Chardonnay from this region is grown with excellent results, giving a wine with exuberant fruit flavor, combined with a pure expression of the ""terroir"" of the mountain. "
656,Les Cretes Valle d'Aosta Cuvee Bois Chardonnay 2016,,"Valle d'Aosta, Italy",White Wine,94.0,"The opening to the nose ranges from banana to candied citron, compositional grapes, accompanied by a spicy kick aptly presented by toasted oak. The entire nose-taste sensation transmits a dense texture to the palate, rich and candied, with great balance and elegance. A long finish slowly thins out with great pleasantness. Food accompaniments: great international cuisine, fondue and flan, fish, foie gras, fatty and blue cheeses."
657,Les Forts de Latour 1996,,"Pauillac, Bordeaux, France",Red Wine,90.0,"""The dense ruby/purple-colored 1996 Les Forts de Latour is exceedingly tannic, with cassis and mushroom-like notes in the aromatics. This full-bodied wine is impressively constituted and one of the finest Forts de Latours of the last two decades."" - WA"
658,Les Forts de Latour 1999,,"Pauillac, Bordeaux, France",Red Wine,90.0,"This superb second wine displays structure, dark color, and rich fruit, though lighter and quicker to mature than the ""Grand Vin"". It matures 10 to 20 years following the vintage."
659,Les Forts de Latour 2000,,"Pauillac, Bordeaux, France",Red Wine,92.0,"Les Forts de Latour receives meticulous care as the Grand Vin, both in the vineyeard and in the winery. The only notable difference, apart from the origin of the grapes, is the proportion of new barrels (50%) used in the maturing stage. The proportions of the grape varieties in the wine vary from one year to the next but there is always a higher proportion of Merlot (25-30%) compared to the Grand Vin."
660,Les Forts de Latour 2001,,"Pauillac, Bordeaux, France",Red Wine,90.0,"Les Forts de Latour receives meticulous care as the Grand Vin, both in the vineyeard and in the winery. The only notable difference, apart from the origin of the grapes, is the proportion of new barrels (50%) used in the maturing stage. The proportions of the grape varieties in the wine vary from one year to the next but there is always a higher proportion of Merlot (25-30%) compared to the Grand Vin. "
661,Les Forts de Latour 2005,,"Pauillac, Bordeaux, France",Red Wine,91.0,Blend: 76% Cabernet Sauvignon and 24% Merlot
662,Les Forts de Latour 2008,,"Pauillac, Bordeaux, France",Red Wine,90.0,"Blend: 66.5% Cabernet Sauvignon, 33.5% Merlot"
663,Les Forts de Latour 2009,,"Pauillac, Bordeaux, France",Red Wine,93.0,"Blend: 61.5% Cabernet Sauvignon, 32.3% Merlot, 6.2% Petit Verdot"
664,Les Garrigues Cotes du Rhone 2017,,"Cotes du Rhone, Rhone, France",Red Wine,91.0,"Les Garrigues Cotes du Rhone is reminiscent of the local, lusty, easy-drinking reds in Southern France that are downed by the pitcher in the local cafes.  The wine gets its name from the French word, Garrigues, which means ""underbrush of wild herbs and spices"".  The indigenous Garrigues which grows wild throughout Southern France is said to impart a slightly spicy flavor to the wines of the region. "
665,Les Halos de Jupiter Chateauneuf-du-Pape 2009,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0,"This cuvee is a true homage to Philippe Cambie's passion for Grenache, Chateauneuf's most emblematic varietal. Very elegant and harmonious, this wine displays a perfect balance between power and finesse."
666,Les Halos de Jupiter Chateauneuf-du-Pape Adrastee 2009,,"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0,"This cuvee is a true homage to Philippe Cambie's passion for Grenache, Chateauneuf's most emblematic varietal. Very elegant and harmonious, this wine displays a perfect balance between power and finesse."
667,Les Halos de Jupiter Cotes du Rhone 2010,,"Cotes du Rhone, Rhone, France",Red Wine,92.0,"From a high altitude vineyard near Roaix, at the northern fringe of Southern Rhone, this wine is a blend of very old Grenache and Syrah. The vineyard's elevation gives this dark and concentrated Cotes du Rhone its unique finesse and balance. "
668,Les Hauts de Lagarde Bordeaux Blanc 2013,,"Bordeaux, France",White Wine,91.0,
669,Les Quatre Tours Coteaux d'Aix en Provence 2016,,"Coteaux d'Aix-en-Provence, Provence, South of France, France",Pink and Rosé,89.0,"Pink salmon color, brilliant wine. Crisp and delicate nose with a good fruit , floral and citrus notes (pink grapefruit). Well balanced taste with a good crispness. Good presence with fat and matter. Fruity aromas with strawberry and blackcurrant notes. Crisp finish with lemon notes. A light aromatic rosé, refreshing and well balanced. "
670,Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2008,,"Cotes du Rhone, Rhone, France",Red Wine,90.0,"The ""La Granacha Signarques"" is produced from 80+ year-old vines, harvested at 35 hl/ha and under, grapes are de-stemmed and vinified using all natural yeasts. Bottled with no filtration or fining. "
671,Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2009,,"Cotes du Rhone, Rhone, France",Red Wine,90.0,"The ""La Granacha Signarques"" is produced from 80+ year-old vines, harvested at 35 hl/ha and under, grapes are de-stemmed and vinified using all natural yeasts. Bottled with no filtration or fining. "
672,Les Vignerons de Tautavel Cotes du Roussillon Villages Tautavel Silex 2012,,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",Red Wine,95.0,"A powerful red color. On the nose,  soft spices with intense mouth. Excellent with bourguignon beef and lamb."
673,Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2007,,"Cotes du Rhone, Rhone, France",Red Wine,91.0,"The ""La Granacha Signarques"" is produced from 80+ year-old vines, harvested at 35 hl/ha and under, grapes are de-stemmed and vinified using all natural yeasts. Bottled with no filtration or fining. "
674,Les Vins Breban L'Opale de La Presqu'ile de St-Tropez Provence 2012,,"Provence, South of France, France",Pink and Rosé,90.0,"Pale pink in color, with sparkles of gray; a deliciously refined nose of spring flowers; mid-palate, floral notes continue with a hint of lemon; good length on the palate. A fresh, pleasant wine."
675,Les Vignes Oubliées Coteaux du Languedoc Terrasses du Larzac 2014,,"Terrasses du Larzac, Languedoc, South of France, France",Red Wine,91.0,"The high altitude of the Larzac plateau combines with a schist and sandstone soil to give unusually fresh, delicate wines with silky tannins that also have the garrigue aromas and great generosity that are characteristic of the Languedoc. Though the first vintage is still young, the wine promises to age very gracefully for at least a decade. "
676,L'Esprit de Chevalier Pessac Leognan 2000,,"Pessac-Leognan, Bordeaux, France",Red Wine,89.0,"The second wine of Domain Chevalier, the Esprit de Chevalier must must nevertheless be complex, balanced, well-structured and, above all, elegant enought to be in keeping with Chevalier's image. "
677,Leth Steinagrund Gruner Veltliner 2007,,Austria,White Wine,90.0,The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces.
678,Leth Steinagrund Gruner Veltliner 2008,,Austria,White Wine,90.0,The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces.
679,Leth Steinagrund Gruner Veltliner 2010,,Austria,White Wine,91.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
680,Leth Steinagrund Gruner Veltliner 2012,,Austria,White Wine,88.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
681,Leth Steinagrund Gruner Veltliner 2015,,Austria,White Wine,91.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
682,Leth Steinagrund Gruner Veltliner 2016,,Austria,White Wine,90.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
683,Leth Steinagrund Gruner Veltliner 2017,,Austria,White Wine,90.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
684,Levendi River South Ranch Pinot Noir 2013,,"Russian River, Sonoma County, California",Red Wine,91.0,"Lovely classic Russian River nose, with its bouquet of wild rose, black cherry, and redwood forest floor. The palate has great length and finesse, with young, lively red currant and red cherry fruit. This wine will continue to gain flesh and dignity as it integrates the elegant French oak and ripe fruit into the supple structure."
685,Levendi Stagecoach Cabernet Sauvignon 2008,,"Napa Valley, California",Red Wine,94.0,"From the Stagecoach Vineyard high on the eastern volcanic ridge above Napa, comes this rich and decadent, limited production Cabernet Sauvignon. The vivid red soils and rocky slopes come together to produce a wine with an aroma of sweet blackberry and cassis fruit that carries over into a superbly balanced and polished palate. "
686,Levendi Sweeney Ranch Chardonnay 2010,,"Napa Valley, California",White Wine,93.0,"Beautifully ripe apple with a hint of caramel and oak spice, filled in with lemon chiffon notes. Caramelized apple and lemon vanilla cream flavors on the palate, with the texture gracefully balanced between a rich center and a crisp finish."
687,Levet La Chavaroche Cote Rotie 2013,,"Cote Rotie, Rhone, France",Red Wine,94.0,"This is, quite simply, a ferocious wine, unique in its uninhibited expression of the smells and flavors of the appellation.  No compromise is brooked here. The result is a wine that is controversial, too ""wild"" for many but, for others, one of the most elite wines."
688,Levet Les Journaries Cote Rotie 2010,,"Cote Rotie, Rhone, France",Red Wine,94.0,"Les Journaries is a cuvee drawn from grapes harvested from old vines in the ""La Landonne"" lieu-dit.  This wine is more subtle, more elegant and ""quieter"" if you will than the Chavaroche Cote Rotie bottled by Levet.  At the same time, it is very much a Levet wine with a bouquet of violets, wild berries, a touch of animal and resinous-like tannins that speak of the inclusion of stems (a hallmark of the Levet tradition).  Les Journaries is approachable at an earlier stage and not only ages gracefully but almost requires a touch of patience. "
689,Leviathan (1.5 Liter Magnum) 2016,,California,Red Wine,92.0,"The Leviathan wine is a red blend created afresh each vintage, sourced from some of the most coveted vineyards in California. Each year, a percentage of Cabernet Sauvignon, Syrah, Merlot, and Cabernet Franc are blended together to produce a singular wine, showcasing all the best characteristics of the vintage.  "
690,Leviathan 2010,,California,Red Wine,91.0,"Ever the enigmatic beast, our 2010 Leviathan is trolling in deep, familiar waters. Harkening back to previous vintages, expressions of dark cherry, blueberry and blackberry exude from the glass. Brambly fruits combine with hints of chocolate malt, crème brûlée, cigar box, dried herbs and espresso. Its tentacles reach from the glass and draw you in from the first encounter. Broad shouldered and brawny but with laser precision, the 2010 vintage showcases the best of California. Allow yourself to be gathered by the seine of this cryptic creature, and embark on a nautical adventure solo or en masse! "
691,Leviathan 2011,,"North Coast, California",Red Wine,90.0,"As always, the goal with Leviathan is to capture the best of California in every vintage. In 2011, cool temperatures and a long growing season delivered fruit with vibrancy, great color and nuanced aromatic expressions. Upon opening the bottle, notes of Luxardo cherries, olallaberries, rose petals, Teuscher truffles and wet stone exude from the glass. The tannins are firm on entry but, the texture broadens and spreads across the palate. 23 months of barrel aging have rounded the wine and given it a juicy, fruit-forward appeal, with nuances of French oak and a lingering finish that will leave you reaching for glass after glass. "
692,Levy & McClellan Proprietary Red 2004,,"Napa Valley, California",Red Wine,95.0,"Full-bodied yet beautifully silky and seductive, it has shed most of its tannins, resulting in a complex, singular red wine of majestic proportions."
693,Levy & McClellan Proprietary Red 2005,,"Napa Valley, California",Red Wine,95.0,"Uncompromising viticultural practices andmeticulously detailed vinification rewarded us with a wine ofgreat concentration and ripeness. The round supple tanninsin the 2005 Levy & McClellan are the result of thecool growing conditions and the extended ripening. As the wine develops, the expression of the site where it is grown continues to come to the forefront. Accentuated by the low yield in a year known for more generosity, combined with26 months in barrel, the result is a profoundly concentrated, supple and full-bodied wine."
694,Lewelling Cabernet Sauvignon 2000,,"Napa Valley, California",Red Wine,90.0,"Medium-red color. Dark, Bordeaux-like aromas of currant and cedar, medium-full body, bright red currant and ripe cherry-like fruit on the palate, notes of cocoa and roasted coffee, very lively on the palate, a touch of oak (but not sweet) and cedar. Nice balance and shows exceptional length. This is not a fruit bomb--it has the real depth and class that many wines at twice the price wish they had. Should pair well with any veal or beef dish, lamb, pork loin or chops, and chicken dishes made with  mushrooms. Pretty good with medium-strong cheeses, too.  "
695,Lewelling Cabernet Sauvignon 2005,,"St. Helena, Napa Valley, California",Red Wine,92.0,"A bright bouquet of wild black raspberry, dark plum, and Rainier cherry joined by vanilla, sweet tobacco and new saddle leather. A lively blend of blackberry, jammy raspberry and black currant fruit mingled with black pepper and baking spice, reinforced by assertive yet balanced sweet tannins and refreshing acidity."
